name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松尾 美和子,3139,女子戦,1744,180,4.86,10.3,27.8,45.9,0.23,3.7
松尾 美和子,3139,混合戦,1547,85,3.98,5.4,17.4,33.8,0.23,3.8
