name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
杉浦 良行,3367,桐生,13,95,8,4.31,8.4,26.3,37.8,0,0,0.2
杉浦 良行,3367,戸田,8,66,5,3.82,7.5,15.1,28.7,0,0,0.17
杉浦 良行,3367,江戸川,11,81,11,4.91,13.5,27.1,49.3,1,0,0.2
杉浦 良行,3367,平和島,7,56,8,4.45,14.2,25.0,37.5,0,0,0.2
杉浦 良行,3367,多摩川,8,62,8,4.39,12.9,22.5,37.1,1,0,0.19
杉浦 良行,3367,浜名湖,9,84,8,5.08,9.5,32.1,52.3,0,0,0.18
杉浦 良行,3367,蒲郡,23,192,10,4.04,5.2,17.1,36.9,0,0,0.19
杉浦 良行,3367,常滑,21,188,18,4.54,9.5,24.4,41.4,1,0,0.18
杉浦 良行,3367,津,14,98,12,4.53,12.2,24.4,36.7,0,0,0.19
杉浦 良行,3367,三国,13,98,10,4.29,10.2,19.3,36.7,0,0,0.19
杉浦 良行,3367,びわこ,10,75,7,4.49,9.3,24.0,37.3,0,0,0.19
杉浦 良行,3367,住之江,14,108,9,4.24,8.3,20.3,34.2,0,0,0.17
杉浦 良行,3367,尼崎,6,46,4,4.17,8.7,15.2,43.4,0,0,0.17
杉浦 良行,3367,鳴門,4,28,3,4.75,10.7,28.5,42.8,0,0,0.18
杉浦 良行,3367,丸亀,4,32,5,4.38,15.6,21.8,34.3,0,0,0.18
杉浦 良行,3367,児島,4,37,5,5.0,13.5,24.3,54.0,0,0,0.2
杉浦 良行,3367,宮島,7,62,4,3.98,6.4,19.3,35.4,0,0,0.2
杉浦 良行,3367,徳山,5,46,1,4.02,2.1,17.3,34.7,0,0,0.19
杉浦 良行,3367,下関,7,64,6,4.66,9.3,23.4,42.1,0,0,0.18
杉浦 良行,3367,若松,5,42,3,3.81,7.1,16.6,30.9,0,0,0.19
杉浦 良行,3367,芦屋,1,11,2,4.45,18.1,27.2,36.3,0,0,0.13
杉浦 良行,3367,福岡,5,34,2,3.65,5.8,17.6,26.4,0,0,0.2
杉浦 良行,3367,唐津,3,24,1,4.21,4.1,16.6,37.5,0,0,0.18
杉浦 良行,3367,大村,5,36,7,5.39,19.4,33.3,55.5,1,0,0.2
