name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
西川 真人,4253,桐生,16,137,12,4.47,8.7,24.0,39.4,0,0,0.19
西川 真人,4253,戸田,25,195,21,5.19,10.7,32.8,53.3,1,0,0.19
西川 真人,4253,江戸川,19,165,16,4.86,9.7,24.8,44.8,1,0,0.22
西川 真人,4253,平和島,17,148,20,4.74,13.5,22.3,44.5,0,0,0.19
西川 真人,4253,多摩川,12,107,15,4.62,14.0,25.2,36.4,0,0,0.18
西川 真人,4253,浜名湖,21,163,18,4.31,11.0,21.4,35.5,0,0,0.22
西川 真人,4253,蒲郡,20,171,16,3.98,9.3,19.8,32.7,0,0,0.2
西川 真人,4253,常滑,30,233,29,4.84,12.4,27.0,43.7,0,0,0.19
西川 真人,4253,津,24,179,14,4.25,7.8,19.5,37.9,0,0,0.2
西川 真人,4253,三国,35,286,33,4.52,11.5,24.8,38.1,1,0,0.2
西川 真人,4253,びわこ,109,934,112,4.9,11.9,27.5,45.4,3,0,0.2
西川 真人,4253,住之江,21,174,20,4.41,11.4,22.4,35.0,0,0,0.19
西川 真人,4253,尼崎,29,241,28,4.5,11.6,22.8,38.5,1,0,0.21
西川 真人,4253,鳴門,17,134,20,5.2,14.9,29.1,50.0,0,0,0.18
西川 真人,4253,丸亀,20,178,16,4.81,8.9,25.2,46.6,1,0,0.18
西川 真人,4253,児島,22,201,20,4.91,9.9,26.8,47.2,1,0,0.19
西川 真人,4253,宮島,24,215,16,4.52,7.4,22.7,41.4,0,0,0.19
西川 真人,4253,徳山,9,73,10,4.56,13.7,20.5,43.8,0,0,0.18
西川 真人,4253,下関,15,127,15,4.32,11.8,21.2,38.5,0,0,0.21
西川 真人,4253,若松,14,119,12,4.79,10.0,26.0,46.2,0,0,0.19
西川 真人,4253,芦屋,11,92,9,4.61,9.7,21.7,42.3,0,0,0.18
西川 真人,4253,福岡,12,104,10,4.61,9.6,27.8,43.2,0,0,0.2
西川 真人,4253,唐津,18,153,13,4.66,8.5,24.1,41.1,0,0,0.18
西川 真人,4253,大村,10,81,5,4.4,6.1,22.2,37.0,0,0,0.2
