name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
大廣 咲季,5265,1 号艇,21,2,9.5,33.3,42.8,0,0
大廣 咲季,5265,2 号艇,27,2,7.4,14.8,37.0,0,0
大廣 咲季,5265,3 号艇,31,3,9.6,22.5,38.7,0,0
大廣 咲季,5265,4 号艇,103,4,3.8,7.7,22.3,0,0
大廣 咲季,5265,5 号艇,146,0,0.0,2.0,6.1,0,0
大廣 咲季,5265,6 号艇,200,1,0.5,3.5,6.0,0,0
