name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
宇恵 有香,5204,女子戦,272,15,3.64,5.5,13.6,27.9,0.2,3.7
宇恵 有香,5204,混合戦,245,5,2.61,2.0,7.7,14.6,0.18,3.5
