name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
三瀬 譲,3936,1 コース,539,166,152,0,0,0,14,0
三瀬 譲,3936,2 コース,632,96,0,53,20,0,19,4
三瀬 譲,3936,3 コース,633,64,0,18,17,21,8,0
三瀬 譲,3936,4 コース,669,79,0,21,15,38,3,2
三瀬 譲,3936,5 コース,968,88,0,7,20,46,15,0
三瀬 譲,3936,6 コース,1064,47,0,6,7,25,9,0
