name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
山口 達也,4370,桐生,18,151,52,6.79,34.4,57.6,68.2,9,3,0.17
山口 達也,4370,戸田,14,105,33,6.38,31.4,48.5,60.0,6,3,0.15
山口 達也,4370,江戸川,25,203,67,6.75,33.0,53.6,67.9,8,2,0.17
山口 達也,4370,平和島,11,77,20,6.19,25.9,32.4,48.0,3,2,0.17
山口 達也,4370,多摩川,10,85,25,6.59,29.4,56.4,67.0,2,0,0.16
山口 達也,4370,浜名湖,11,92,29,6.7,31.5,48.9,71.7,4,2,0.17
山口 達也,4370,蒲郡,20,191,59,6.52,30.8,49.2,66.4,6,2,0.16
山口 達也,4370,常滑,9,65,24,6.71,36.9,55.3,64.6,4,1,0.17
山口 達也,4370,津,15,103,21,5.85,20.3,42.7,51.4,4,1,0.16
山口 達也,4370,三国,17,134,47,6.99,35.0,56.7,67.1,9,3,0.17
山口 達也,4370,びわこ,20,162,42,5.81,25.9,37.6,53.0,4,0,0.17
山口 達也,4370,住之江,23,202,47,6.1,23.2,42.5,56.9,6,1,0.16
山口 達也,4370,尼崎,14,119,27,5.97,22.6,38.6,54.6,3,0,0.18
山口 達也,4370,鳴門,19,166,49,6.53,29.5,50.6,67.4,10,3,0.15
山口 達也,4370,丸亀,24,238,70,6.9,29.4,54.6,71.8,9,0,0.15
山口 達也,4370,児島,87,804,245,6.63,30.4,51.0,66.0,34,11,0.16
山口 達也,4370,宮島,25,215,57,6.13,26.5,46.9,58.1,9,3,0.17
山口 達也,4370,徳山,15,141,48,6.72,34.0,51.0,65.2,3,0,0.18
山口 達也,4370,下関,16,155,47,6.38,30.3,48.3,67.1,5,1,0.17
山口 達也,4370,若松,26,246,81,6.83,32.9,53.6,70.3,11,3,0.15
山口 達也,4370,芦屋,14,123,43,6.64,34.9,52.8,65.0,6,3,0.15
山口 達也,4370,福岡,15,128,32,6.09,25.0,46.8,60.1,6,2,0.18
山口 達也,4370,唐津,17,148,43,6.13,29.0,46.6,58.1,4,2,0.16
山口 達也,4370,大村,19,161,31,6.12,19.2,39.7,57.7,2,0,0.16
