name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
田中 瀬里奈,5357,女子戦,68,0,1.62,0.0,1.4,1.4,0.22,4.1
田中 瀬里奈,5357,混合戦,114,0,1.32,0.0,0.0,0.8,0.22,4.8
