name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
伊藤 喜智,4389,1 号艇,586,206,35.1,58.3,72.7,1,0
伊藤 喜智,4389,2 号艇,663,58,8.7,32.5,50.5,0,0
伊藤 喜智,4389,3 号艇,675,52,7.7,27.4,49.9,2,1
伊藤 喜智,4389,4 号艇,656,45,6.8,24.2,47.8,2,1
伊藤 喜智,4389,5 号艇,645,29,4.5,17.9,42.1,3,0
伊藤 喜智,4389,6 号艇,622,18,2.8,10.4,32.1,8,0
