name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
海野 八重子,3418,女子戦,320,26,4.03,8.1,20.0,34.3,0.23,3.1
海野 八重子,3418,混合戦,353,25,3.37,7.0,17.0,26.0,0.23,3.2
