name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
櫻本 あゆみ,4478,女子戦,1953,392,5.73,20.0,41.1,56.5,0.17,3.0
櫻本 あゆみ,4478,混合戦,1001,111,4.19,11.0,24.2,35.3,0.18,3.4
