name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
井口 真弓,4178,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井口 真弓,4178,G1,9,0,0,2,4,1,2,0,0,0,0,0,0,0,0
井口 真弓,4178,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井口 真弓,4178,G3,499,61,69,69,88,112,90,5,2,1,5,0,1,0,1
井口 真弓,4178,一般,445,43,39,61,71,94,130,1,4,0,3,0,0,0,0
井口 真弓,4178,総合,953,104,108,132,163,207,222,6,6,1,8,0,1,0,1
