name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
原田 篤志,4064,桐生,14,115,24,6.16,20.8,34.7,63.4,3,1,0.2
原田 篤志,4064,戸田,14,119,20,5.81,16.8,34.4,58.8,2,0,0.19
原田 篤志,4064,江戸川,28,238,59,6.33,24.7,44.5,62.6,5,0,0.2
原田 篤志,4064,平和島,13,118,19,5.94,16.1,31.3,61.0,2,0,0.18
原田 篤志,4064,多摩川,21,183,36,5.87,19.6,37.7,61.2,4,1,0.19
原田 篤志,4064,浜名湖,23,193,52,6.55,26.9,45.6,69.4,7,0,0.19
原田 篤志,4064,蒲郡,23,214,46,6.24,21.5,43.9,63.5,6,0,0.19
原田 篤志,4064,常滑,17,130,34,6.18,26.1,42.3,63.8,6,0,0.21
原田 篤志,4064,津,24,209,49,6.25,23.4,41.1,64.1,7,0,0.19
原田 篤志,4064,三国,15,135,28,6.05,20.7,40.0,59.2,1,0,0.19
原田 篤志,4064,びわこ,18,171,47,6.42,27.4,46.7,64.9,5,1,0.2
原田 篤志,4064,住之江,25,214,41,5.84,19.1,38.3,58.4,4,2,0.19
原田 篤志,4064,尼崎,18,165,40,6.38,24.2,42.4,69.7,6,1,0.19
原田 篤志,4064,鳴門,18,153,37,5.81,24.1,36.6,57.5,4,1,0.18
原田 篤志,4064,丸亀,22,218,58,6.07,26.6,38.9,60.5,3,1,0.18
原田 篤志,4064,児島,34,317,75,6.35,23.6,42.2,63.0,12,1,0.19
原田 篤志,4064,宮島,29,240,51,6.07,21.2,39.1,57.9,2,0,0.19
原田 篤志,4064,徳山,100,983,283,6.62,28.7,46.8,63.7,37,3,0.18
原田 篤志,4064,下関,108,1054,314,6.67,29.7,49.3,68.0,39,7,0.18
原田 篤志,4064,若松,23,214,55,6.44,25.7,46.7,65.8,9,1,0.18
原田 篤志,4064,芦屋,29,290,89,6.52,30.6,46.9,67.9,9,1,0.18
原田 篤志,4064,福岡,27,248,67,6.63,27.0,45.9,69.7,9,1,0.19
原田 篤志,4064,唐津,29,274,61,6.27,22.2,44.1,64.6,8,1,0.19
原田 篤志,4064,大村,33,287,69,6.28,24.0,44.6,63.4,9,1,0.18
