name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
福嶋 智之,4054,1 コース,528,149,138,0,0,0,8,3
福嶋 智之,4054,2 コース,600,51,0,34,12,0,5,0
福嶋 智之,4054,3 コース,694,56,0,9,27,14,5,1
福嶋 智之,4054,4 コース,704,48,0,12,18,12,4,2
福嶋 智之,4054,5 コース,915,37,0,2,19,14,2,0
福嶋 智之,4054,6 コース,966,38,0,8,16,10,3,1
