name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
村松 修二,4816,SG,42,6,7,6,5,10,7,0,1,0,0,0,0,0,0
村松 修二,4816,G1,223,37,28,44,35,35,40,2,3,0,0,0,0,0,1
村松 修二,4816,G2,111,25,19,15,7,20,23,0,2,0,0,0,0,0,0
村松 修二,4816,G3,129,29,30,24,17,14,14,1,1,0,0,0,0,0,0
村松 修二,4816,一般,1959,549,421,300,255,213,193,5,14,1,11,1,1,4,1
村松 修二,4816,総合,2464,646,505,389,319,292,277,8,21,1,11,1,1,4,2
