name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
倉持 莉々,4825,女子戦,1173,209,5.72,17.8,37.3,56.6,0.15,2.9
倉持 莉々,4825,混合戦,543,58,4.5,10.6,24.1,39.4,0.16,3.1
