name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
久永 祥平,5023,1 号艇,161,66,40.9,57.7,69.5,0,0
久永 祥平,5023,2 号艇,184,23,12.5,30.4,54.3,1,1
久永 祥平,5023,3 号艇,189,14,7.4,25.9,46.5,2,0
久永 祥平,5023,4 号艇,240,19,7.9,19.5,31.6,0,0
久永 祥平,5023,5 号艇,264,13,4.9,9.4,24.2,5,0
久永 祥平,5023,6 号艇,282,2,0.7,4.6,16.6,1,0
