name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小芦 るり華,4938,女子戦,1068,217,5.57,20.3,37.5,53.6,0.16,3.1
小芦 るり華,4938,混合戦,629,65,4.18,10.3,20.5,35.1,0.16,3.3
