name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
篠木 亜衣花,4548,1 号艇,253,234,8,1,0,3,7,0
篠木 亜衣花,4548,2 号艇,325,0,290,15,3,3,14,0
篠木 亜衣花,4548,3 号艇,342,0,1,291,18,6,26,0
篠木 亜衣花,4548,4 号艇,330,0,0,4,235,36,55,0
篠木 亜衣花,4548,5 号艇,400,0,0,0,12,292,95,1
篠木 亜衣花,4548,6 号艇,368,0,0,0,3,47,318,0
