name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
田川 大貴,4966,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
田川 大貴,4966,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
田川 大貴,4966,G2,3,26,3,5.23,11.5,23.0,30.7,0,0,0.14,3.2
田川 大貴,4966,G3,6,56,7,4.52,12.5,26.7,42.8,0,0,0.16,3.4
田川 大貴,4966,一般,184,1576,178,4.68,11.2,26.4,44.0,15,0,0.16,3.1
田川 大貴,4966,総合,193,1658,188,4.69,11.3,26.3,43.7,15,0,0.16,3.1
