name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
入船 幸子,3483,女子戦,2863,228,4.41,7.9,22.6,39.0,0.25,4.3
入船 幸子,3483,混合戦,1184,51,3.51,4.3,13.0,26.8,0.26,4.4
