name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
寺田 空詩,5231,女子戦,315,32,3.69,10.1,18.7,26.6,0.22,4.1
寺田 空詩,5231,混合戦,327,8,2.6,2.4,7.3,16.8,0.2,4.2
