name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
潮田 浩子,3469,女子戦,2694,230,4.49,8.5,23.2,40.7,0.23,3.8
潮田 浩子,3469,混合戦,1339,64,3.46,4.7,13.1,27.3,0.23,3.8
