name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
藤堂 里香,4473,女子戦,1650,236,4.84,14.3,29.6,44.8,0.19,3.3
藤堂 里香,4473,混合戦,730,38,3.65,5.2,17.1,30.2,0.19,3.6
