name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
尾嶋 一広,4472,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尾嶋 一広,4472,G1,355,49,48,59,56,67,76,1,0,0,0,0,0,0,0
尾嶋 一広,4472,G2,45,9,7,8,5,4,12,0,0,0,0,0,0,0,0
尾嶋 一広,4472,G3,418,90,63,79,63,59,60,1,4,0,0,0,0,1,0
尾嶋 一広,4472,一般,3480,840,668,605,522,444,365,10,17,3,13,0,0,6,3
尾嶋 一広,4472,総合,4298,988,786,751,646,574,513,12,21,3,13,0,0,7,3
