name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
香川 友尚,4187,1 号艇,427,317,40,14,6,13,37,0
香川 友尚,4187,2 号艇,530,7,360,58,31,28,46,0
香川 友尚,4187,3 号艇,522,2,27,325,55,50,63,0
香川 友尚,4187,4 号艇,494,1,1,22,292,97,81,0
香川 友尚,4187,5 号艇,534,1,1,12,32,373,115,0
香川 友尚,4187,6 号艇,483,1,1,3,15,73,390,0
