name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
堂原 洋史,3503,1 コース,682,129,18.9,38.8,58.2,0.18,2.9
堂原 洋史,3503,2 コース,846,72,8.5,27.0,47.7,0.18,3.3
堂原 洋史,3503,3 コース,856,65,7.5,21.9,41.5,0.18,3.1
堂原 洋史,3503,4 コース,958,105,10.9,27.7,46.3,0.17,2.8
堂原 洋史,3503,5 コース,1194,101,8.4,20.5,37.5,0.17,2.9
堂原 洋史,3503,6 コース,1069,43,4.0,10.9,24.6,0.19,3.3
