name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
廣光 尚治,2944,桐生,16,126,23,5.81,18.2,38.8,60.3,4,1,0.24
廣光 尚治,2944,戸田,11,84,12,5.23,14.2,39.2,52.3,1,0,0.23
廣光 尚治,2944,江戸川,24,178,28,5.54,15.7,37.6,56.1,2,0,0.22
廣光 尚治,2944,平和島,25,233,57,6.12,24.4,44.6,63.9,5,2,0.2
廣光 尚治,2944,多摩川,22,183,34,5.06,18.5,30.0,47.5,4,0,0.21
廣光 尚治,2944,浜名湖,17,153,44,6.16,28.7,48.3,63.4,5,0,0.22
廣光 尚治,2944,蒲郡,13,110,22,5.95,20.0,40.0,60.9,4,1,0.2
廣光 尚治,2944,常滑,13,124,22,5.97,17.7,42.7,63.7,1,0,0.2
廣光 尚治,2944,津,15,128,28,5.86,21.8,40.6,62.5,3,0,0.22
廣光 尚治,2944,三国,12,92,19,5.34,20.6,33.7,54.3,0,0,0.22
廣光 尚治,2944,びわこ,10,88,15,5.26,17.0,31.8,46.5,1,0,0.2
廣光 尚治,2944,住之江,7,58,10,5.22,17.2,39.6,51.7,1,0,0.2
廣光 尚治,2944,尼崎,10,80,14,5.29,17.5,32.5,55.0,1,0,0.19
廣光 尚治,2944,鳴門,10,89,17,5.82,19.1,40.4,55.0,0,0,0.2
廣光 尚治,2944,丸亀,8,76,9,5.25,11.8,30.2,52.6,0,0,0.21
廣光 尚治,2944,児島,11,99,19,5.47,19.1,35.3,49.4,0,0,0.25
廣光 尚治,2944,宮島,14,133,24,5.67,18.0,35.3,59.4,1,0,0.2
廣光 尚治,2944,徳山,10,95,20,5.84,21.0,38.9,56.8,2,1,0.22
廣光 尚治,2944,下関,6,57,8,5.58,14.0,36.8,56.1,0,0,0.21
廣光 尚治,2944,若松,5,44,7,5.05,15.9,34.0,45.4,0,0,0.23
廣光 尚治,2944,芦屋,7,54,8,4.57,14.8,27.7,40.7,0,0,0.23
廣光 尚治,2944,福岡,9,83,11,5.01,13.2,34.9,50.6,1,0,0.23
廣光 尚治,2944,唐津,16,141,23,5.54,16.3,32.6,57.4,2,1,0.21
廣光 尚治,2944,大村,11,96,22,5.83,22.9,40.6,57.2,1,0,0.22
