name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
中村 稔宏,3476,1 コース,590,118,20.0,42.5,57.8,0.2,3.4
中村 稔宏,3476,2 コース,676,79,11.6,31.5,51.4,0.22,3.9
中村 稔宏,3476,3 コース,700,86,12.2,27.1,42.4,0.22,3.7
中村 稔宏,3476,4 コース,731,77,10.5,24.7,39.4,0.23,3.8
中村 稔宏,3476,5 コース,869,42,4.8,17.7,35.4,0.23,3.9
中村 稔宏,3476,6 コース,896,21,2.3,10.8,27.4,0.24,4.1
