name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
宮崎 哲司,2654,1 号艇,206,159,28,12,3,2,2,0
宮崎 哲司,2654,2 号艇,226,32,130,39,11,9,5,0
宮崎 哲司,2654,3 号艇,227,15,45,110,29,16,12,0
宮崎 哲司,2654,4 号艇,215,5,25,50,72,34,29,0
宮崎 哲司,2654,5 号艇,206,1,16,25,36,83,45,0
宮崎 哲司,2654,6 号艇,198,3,16,21,27,38,93,0
