name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
笠井 広幸,3750,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
笠井 広幸,3750,G1,2,13,1,6.54,7.6,30.7,61.5,0,0,0.23,3.7
笠井 広幸,3750,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
笠井 広幸,3750,G3,38,337,20,4.07,5.9,16.0,35.0,0,0,0.22,3.9
笠井 広幸,3750,一般,547,4561,436,4.45,9.5,22.7,39.3,13,0,0.22,3.9
笠井 広幸,3750,総合,587,4911,457,4.43,9.3,22.3,39.0,13,0,0.22,3.9
