name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
横川 聖志,4359,1 コース,665,335,323,0,0,0,10,2
横川 聖志,4359,2 コース,638,94,0,47,31,0,14,2
横川 聖志,4359,3 コース,677,79,0,11,25,35,6,2
横川 聖志,4359,4 コース,677,96,0,11,53,26,4,2
横川 聖志,4359,5 コース,719,38,0,2,13,22,1,0
横川 聖志,4359,6 コース,706,11,0,2,1,5,2,1
