name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
宮嵜 隆太郎,3825,1 コース,919,334,306,1,0,0,27,0
宮嵜 隆太郎,3825,2 コース,943,136,0,45,76,0,14,1
宮嵜 隆太郎,3825,3 コース,1004,174,0,15,115,30,12,2
宮嵜 隆太郎,3825,4 コース,1018,185,0,13,147,17,8,0
宮嵜 隆太郎,3825,5 コース,1033,99,0,6,64,24,4,1
宮嵜 隆太郎,3825,6 コース,906,47,0,2,35,8,2,0
