name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
安井 瑞紀,4974,女子戦,828,108,4.5,13.0,26.6,40.2,0.18,3.3
安井 瑞紀,4974,混合戦,497,35,3.17,7.0,13.6,23.1,0.18,3.5
