name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
滝澤 友恵,4493,女子戦,318,8,2.81,2.5,7.8,18.8,0.24,4.1
滝澤 友恵,4493,混合戦,177,2,1.99,1.1,3.3,7.3,0.23,4.2
