name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
石塚 久也,4144,1 号艇,984,581,59.0,76.8,87.7,16,9
石塚 久也,4144,2 号艇,937,196,20.9,49.2,70.0,38,2
石塚 久也,4144,3 号艇,908,175,19.2,45.2,64.9,32,1
石塚 久也,4144,4 号艇,914,129,14.1,38.9,63.3,33,5
石塚 久也,4144,5 号艇,837,81,9.6,30.8,52.9,31,0
石塚 久也,4144,6 号艇,834,49,5.8,24.3,48.8,31,2
