name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
阪本 聖秀,3658,1 コース,650,245,37.6,54.3,66.4,0.17,2.9
阪本 聖秀,3658,2 コース,735,86,11.7,26.9,40.5,0.2,3.5
阪本 聖秀,3658,3 コース,787,112,14.2,29.6,44.8,0.18,3.2
阪本 聖秀,3658,4 コース,869,108,12.4,24.7,39.1,0.19,3.2
阪本 聖秀,3658,5 コース,1017,78,7.6,18.3,31.0,0.2,3.3
阪本 聖秀,3658,6 コース,1014,31,3.0,7.7,19.1,0.22,4.0
