name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
森脇 まどか,3817,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
森脇 まどか,3817,G1,6,47,3,4.19,6.3,12.7,21.2,0,0,0.25,3.8
森脇 まどか,3817,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
森脇 まどか,3817,G3,145,1282,172,5.1,13.4,31.0,49.5,7,0,0.24,3.8
森脇 まどか,3817,一般,210,1721,177,4.36,10.2,23.4,39.3,13,3,0.24,3.9
森脇 まどか,3817,総合,361,3050,352,4.67,11.5,26.4,43.3,20,3,0.24,3.8
