name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
伊藤 将吉,4033,桐生,36,306,80,6.05,26.1,45.7,59.1,11,2,0.16
伊藤 将吉,4033,戸田,26,222,60,6.4,27.0,46.8,63.5,10,2,0.15
伊藤 将吉,4033,江戸川,32,269,60,5.79,22.3,40.1,55.3,6,1,0.17
伊藤 将吉,4033,平和島,27,247,76,6.29,30.7,46.1,61.9,9,1,0.15
伊藤 将吉,4033,多摩川,31,278,75,5.88,26.9,41.7,58.6,7,3,0.15
伊藤 将吉,4033,浜名湖,104,929,257,6.2,27.6,46.6,62.5,30,8,0.14
伊藤 将吉,4033,蒲郡,37,327,77,5.86,23.5,40.9,57.8,9,0,0.15
伊藤 将吉,4033,常滑,35,286,73,5.88,25.5,39.5,54.9,5,0,0.16
伊藤 将吉,4033,津,37,327,96,6.22,29.3,44.9,60.5,10,2,0.14
伊藤 将吉,4033,三国,29,239,60,5.93,25.1,42.2,56.9,5,2,0.15
伊藤 将吉,4033,びわこ,33,324,91,6.12,28.0,49.3,58.0,8,1,0.16
伊藤 将吉,4033,住之江,28,229,64,6.34,27.9,47.6,62.4,10,3,0.14
伊藤 将吉,4033,尼崎,28,253,76,5.98,30.0,45.8,58.8,8,2,0.16
伊藤 将吉,4033,鳴門,16,149,34,5.62,22.8,35.5,57.0,3,0,0.14
伊藤 将吉,4033,丸亀,18,180,44,5.73,24.4,40.0,55.5,4,1,0.15
伊藤 将吉,4033,児島,20,191,57,6.35,29.8,45.5,60.7,5,1,0.15
伊藤 将吉,4033,宮島,22,202,58,6.02,28.7,47.0,56.4,4,1,0.16
伊藤 将吉,4033,徳山,24,220,68,6.7,30.9,55.4,69.5,9,1,0.14
伊藤 将吉,4033,下関,17,160,57,6.41,35.6,48.7,60.6,3,1,0.16
伊藤 将吉,4033,若松,21,197,61,6.23,30.9,49.2,62.9,3,1,0.15
伊藤 将吉,4033,芦屋,23,230,82,6.77,35.6,53.9,71.3,12,3,0.14
伊藤 将吉,4033,福岡,22,195,37,5.73,18.9,44.6,58.9,4,1,0.16
伊藤 将吉,4033,唐津,22,200,51,6.05,25.5,46.0,57.0,4,0,0.15
伊藤 将吉,4033,大村,11,100,31,6.44,31.0,50.0,64.0,2,1,0.16
