name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
喜多 那由夏,4246,女子戦,2624,234,4.45,8.9,24.2,40.3,0.19,3.5
喜多 那由夏,4246,混合戦,1000,32,3.14,3.2,11.5,21.5,0.2,3.7
