name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
船越 健吾,4946,1 号艇,131,48,36.6,54.2,63.3,0,0
船越 健吾,4946,2 号艇,202,9,4.4,21.7,34.6,0,0
船越 健吾,4946,3 号艇,205,6,2.9,18.5,35.1,0,0
船越 健吾,4946,4 号艇,220,11,5.0,14.0,28.6,1,0
船越 健吾,4946,5 号艇,281,3,1.0,6.7,17.0,0,0
船越 健吾,4946,6 号艇,322,1,0.3,1.5,8.3,0,0
