name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
木谷 賢太,4931,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
木谷 賢太,4931,G1,12,100,12,5.52,12.0,23.0,42.0,0,0,0.16,4.1
木谷 賢太,4931,G2,7,63,10,6.02,15.8,31.7,46.0,0,0,0.15,3.7
木谷 賢太,4931,G3,15,147,28,5.8,19.0,38.1,57.8,2,0,0.16,3.5
木谷 賢太,4931,一般,201,1801,312,5.44,17.3,36.2,54.4,31,1,0.17,3.5
木谷 賢太,4931,総合,235,2111,362,5.49,17.1,35.5,53.8,33,1,0.17,3.6
