name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
栄 幸敏,2682,1 コース,406,46,36,0,0,0,10,0
栄 幸敏,2682,2 コース,377,34,0,24,5,0,3,2
栄 幸敏,2682,3 コース,333,22,0,9,4,3,6,0
栄 幸敏,2682,4 コース,249,16,0,5,1,5,5,0
栄 幸敏,2682,5 コース,212,8,0,3,2,2,1,0
栄 幸敏,2682,6 コース,181,4,0,0,1,1,2,0
