name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
渡邊 佳子,4577,女子戦,425,9,2.56,2.1,6.8,13.6,0.23,3.9
渡邊 佳子,4577,混合戦,222,0,1.77,0.0,1.3,4.9,0.23,4.6
