name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
中村 桃佳,4823,桐生,9,73,23,6.68,31.5,50.6,64.3,4,2,0.14
中村 桃佳,4823,戸田,6,57,13,5.79,22.8,38.6,61.4,2,0,0.15
中村 桃佳,4823,江戸川,4,32,5,5.97,15.6,46.8,71.8,0,0,0.19
中村 桃佳,4823,平和島,5,42,7,5.98,16.6,40.4,57.1,2,1,0.14
中村 桃佳,4823,多摩川,6,53,13,6.83,24.5,54.7,69.8,3,0,0.14
中村 桃佳,4823,浜名湖,10,91,21,5.97,23.0,40.6,58.2,1,0,0.15
中村 桃佳,4823,蒲郡,8,70,16,6.03,22.8,42.8,62.8,0,0,0.16
中村 桃佳,4823,常滑,9,79,24,6.56,30.3,49.3,68.3,1,0,0.15
中村 桃佳,4823,津,7,55,13,5.96,23.6,43.6,54.5,1,0,0.14
中村 桃佳,4823,三国,5,46,12,6.26,26.0,54.3,60.8,3,1,0.15
中村 桃佳,4823,びわこ,8,76,16,6.26,21.0,44.7,60.5,1,1,0.16
中村 桃佳,4823,住之江,8,59,4,4.46,6.7,23.7,44.0,0,0,0.16
中村 桃佳,4823,尼崎,9,88,26,5.51,29.5,44.3,51.1,1,0,0.16
中村 桃佳,4823,鳴門,9,82,16,5.98,19.5,36.5,59.7,1,1,0.13
中村 桃佳,4823,丸亀,33,303,67,5.88,22.1,42.2,59.4,8,1,0.14
中村 桃佳,4823,児島,5,53,16,6.83,30.1,52.8,77.3,2,1,0.14
中村 桃佳,4823,宮島,15,136,35,6.11,25.7,41.1,63.9,4,1,0.14
中村 桃佳,4823,徳山,6,59,7,4.9,11.8,25.4,45.7,0,0,0.17
中村 桃佳,4823,下関,11,107,24,6.21,22.4,42.0,67.2,3,1,0.14
中村 桃佳,4823,若松,4,32,9,5.53,28.1,34.3,50.0,0,0,0.14
中村 桃佳,4823,芦屋,9,85,18,6.22,21.1,43.5,58.8,2,0,0.13
中村 桃佳,4823,福岡,10,86,18,5.73,20.9,32.5,52.3,1,0,0.17
中村 桃佳,4823,唐津,7,66,9,5.44,13.6,31.8,51.5,3,0,0.15
中村 桃佳,4823,大村,7,65,15,6.38,23.0,44.6,64.6,3,0,0.15
