name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
茅原 悠紀,4418,1 コース,905,656,72.4,82.6,89.6,0.14,2.7
茅原 悠紀,4418,2 コース,639,191,29.8,56.0,71.2,0.15,3.2
茅原 悠紀,4418,3 コース,709,199,28.0,55.0,75.0,0.14,2.8
茅原 悠紀,4418,4 コース,713,157,22.0,47.8,70.1,0.14,3.0
茅原 悠紀,4418,5 コース,692,102,14.7,34.2,58.8,0.15,3.1
茅原 悠紀,4418,6 コース,815,53,6.5,22.9,45.8,0.17,3.5
