name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
清水 愛海,5163,1 コース,82,49,59.7,78.0,89.0,0.17,3.2
清水 愛海,5163,2 コース,88,18,20.4,51.1,67.0,0.18,3.6
清水 愛海,5163,3 コース,128,27,21.0,41.4,60.1,0.15,3.1
清水 愛海,5163,4 コース,138,14,10.1,37.6,55.0,0.17,3.3
清水 愛海,5163,5 コース,153,10,6.5,25.4,45.1,0.17,3.4
清水 愛海,5163,6 コース,326,2,0.6,6.4,22.0,0.2,4.3
