name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
福岡 泉水,4965,女子戦,488,39,3.78,7.9,17.2,30.7,0.18,3.2
福岡 泉水,4965,混合戦,351,15,2.82,4.2,10.5,19.0,0.19,3.3
