name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
大谷 健太,4836,1 コース,221,76,75,0,0,0,1,0
大谷 健太,4836,2 コース,275,38,0,27,9,0,2,0
大谷 健太,4836,3 コース,279,33,0,3,15,11,4,0
大谷 健太,4836,4 コース,306,46,0,9,21,11,4,1
大谷 健太,4836,5 コース,341,24,0,5,4,14,1,0
大谷 健太,4836,6 コース,354,15,0,0,5,8,2,0
