name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
松本 一毅,4904,1 号艇,273,264,6,3,0,0,0,0
松本 一毅,4904,2 号艇,332,0,302,17,3,8,2,0
松本 一毅,4904,3 号艇,313,0,0,279,22,8,4,0
松本 一毅,4904,4 号艇,318,0,2,4,247,33,32,0
松本 一毅,4904,5 号艇,409,0,0,1,15,288,105,0
松本 一毅,4904,6 号艇,390,0,0,0,3,23,364,0
