name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
飛田 江己,5191,1 コース,144,94,86,0,0,0,8,0
飛田 江己,5191,2 コース,138,25,0,11,12,0,2,0
飛田 江己,5191,3 コース,127,27,0,2,15,9,1,0
飛田 江己,5191,4 コース,161,20,0,4,11,4,1,0
飛田 江己,5191,5 コース,155,16,0,1,8,7,0,0
飛田 江己,5191,6 コース,227,8,0,1,3,1,3,0
