name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
海野 ゆかり,3618,桐生,16,143,37,6.56,25.8,48.9,65.0,7,0,0.2
海野 ゆかり,3618,戸田,15,139,40,6.52,28.7,46.0,64.7,6,2,0.2
海野 ゆかり,3618,江戸川,9,71,19,6.46,26.7,54.9,67.6,3,1,0.2
海野 ゆかり,3618,平和島,33,291,75,6.29,25.7,46.0,61.8,7,1,0.18
海野 ゆかり,3618,多摩川,40,355,117,6.86,32.9,54.3,69.5,19,7,0.18
海野 ゆかり,3618,浜名湖,28,253,73,6.69,28.8,49.4,63.2,14,2,0.19
海野 ゆかり,3618,蒲郡,26,241,65,6.54,26.9,46.4,65.5,9,0,0.2
海野 ゆかり,3618,常滑,23,212,63,6.34,29.7,46.7,61.3,10,2,0.2
海野 ゆかり,3618,津,26,241,76,6.51,31.5,49.7,63.4,12,1,0.2
海野 ゆかり,3618,三国,25,245,84,6.99,34.2,54.2,69.3,11,4,0.19
海野 ゆかり,3618,びわこ,28,259,87,6.91,33.5,56.3,71.0,13,2,0.18
海野 ゆかり,3618,住之江,36,317,89,6.51,28.0,46.6,64.9,13,3,0.17
海野 ゆかり,3618,尼崎,34,299,94,6.98,31.4,53.1,68.5,14,3,0.19
海野 ゆかり,3618,鳴門,29,278,94,6.93,33.8,54.3,71.5,11,3,0.19
海野 ゆかり,3618,丸亀,23,230,61,6.42,26.5,50.8,65.6,9,4,0.18
海野 ゆかり,3618,児島,37,353,88,6.17,24.9,43.6,58.3,11,2,0.18
海野 ゆかり,3618,宮島,90,883,278,6.78,31.4,52.4,69.4,40,6,0.18
海野 ゆかり,3618,徳山,36,357,118,6.89,33.0,52.3,69.7,12,3,0.19
海野 ゆかり,3618,下関,44,410,112,6.32,27.3,41.7,62.4,17,3,0.19
海野 ゆかり,3618,若松,26,246,70,6.42,28.4,45.1,61.7,10,1,0.19
海野 ゆかり,3618,芦屋,39,360,123,6.86,34.1,54.1,67.5,17,5,0.18
海野 ゆかり,3618,福岡,20,187,50,6.45,26.7,48.1,64.7,5,3,0.18
海野 ゆかり,3618,唐津,15,155,40,6.73,25.8,50.9,72.2,5,2,0.18
海野 ゆかり,3618,大村,34,325,108,7.02,33.2,55.3,69.5,15,5,0.19
