name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
金山 立樹,4976,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金山 立樹,4976,G1,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0
金山 立樹,4976,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金山 立樹,4976,G3,58,8,5,10,12,15,6,0,2,0,0,0,0,0,0
金山 立樹,4976,一般,1557,122,166,250,318,342,332,12,17,1,9,0,0,6,0
金山 立樹,4976,総合,1620,130,171,260,332,359,339,12,19,1,9,0,0,6,0
