name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
山下 奈緒,5151,女子戦,484,11,3.18,2.2,8.0,20.4,0.23,4.4
山下 奈緒,5151,混合戦,268,2,1.9,0.7,3.7,7.0,0.22,4.7
