name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西川 美智代,3076,女子戦,1219,197,4.58,16.1,27.0,39.1,0.22,3.4
西川 美智代,3076,混合戦,1165,78,3.45,6.7,14.5,25.0,0.22,3.5
