name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
遠藤 エミ,4502,女子戦,2260,782,7.08,34.6,55.8,73.3,0.16,2.8
遠藤 エミ,4502,混合戦,1754,301,5.85,17.1,32.9,49.4,0.15,3.0
