name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
武重 雄介,4263,1 号艇,819,404,49.3,65.5,76.8,4,1
武重 雄介,4263,2 号艇,812,155,19.0,45.6,62.6,6,1
武重 雄介,4263,3 号艇,799,88,11.0,31.6,54.0,8,0
武重 雄介,4263,4 号艇,798,64,8.0,26.6,48.5,9,0
武重 雄介,4263,5 号艇,780,38,4.8,18.0,36.2,10,0
武重 雄介,4263,6 号艇,753,27,3.5,12.8,30.1,9,0
