name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
川名 稔,3085,1 コース,671,268,237,0,0,0,30,1
川名 稔,3085,2 コース,743,170,0,88,57,0,24,1
川名 稔,3085,3 コース,712,144,0,39,52,33,18,2
川名 稔,3085,4 コース,937,188,0,38,67,51,32,0
川名 稔,3085,5 コース,890,113,0,14,31,46,20,2
川名 稔,3085,6 コース,525,34,0,9,5,7,13,0
