name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
岩津 英人,3095,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岩津 英人,3095,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岩津 英人,3095,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岩津 英人,3095,G3,21,187,19,4.95,10.1,27.2,47.0,2,0,0.18,3.1
岩津 英人,3095,一般,520,4458,609,5.39,13.6,33.3,53.3,46,1,0.18,3.0
岩津 英人,3095,総合,541,4645,628,5.37,13.5,33.1,53.0,48,1,0.18,3.0
