name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
岡村 利継,2805,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岡村 利継,2805,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岡村 利継,2805,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岡村 利継,2805,G3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
岡村 利継,2805,一般,221,1665,113,3.63,6.7,15.8,27.9,1,0,0.26,4.1
岡村 利継,2805,総合,221,1665,113,3.63,6.7,15.8,27.9,1,0,0.26,4.1
