name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
小林 一樹,4009,桐生,25,202,32,5.48,15.8,37.6,55.4,5,0,0.15
小林 一樹,4009,戸田,12,82,10,5.09,12.2,31.7,48.7,2,0,0.14
小林 一樹,4009,江戸川,27,217,35,5.66,16.1,38.2,57.6,5,0,0.16
小林 一樹,4009,平和島,16,143,25,5.52,17.4,40.5,56.6,2,0,0.16
小林 一樹,4009,多摩川,20,174,24,4.8,13.7,30.4,44.2,0,0,0.14
小林 一樹,4009,浜名湖,17,140,15,5.25,10.7,32.1,54.2,1,0,0.17
小林 一樹,4009,蒲郡,16,146,20,5.38,13.7,31.5,52.0,1,0,0.15
小林 一樹,4009,常滑,22,174,29,5.56,16.6,38.5,52.3,1,0,0.15
小林 一樹,4009,津,26,217,32,5.59,14.7,36.4,58.0,3,0,0.15
小林 一樹,4009,三国,18,150,16,5.47,10.6,29.3,54.6,0,0,0.15
小林 一樹,4009,びわこ,8,66,8,5.17,12.1,30.3,53.0,0,0,0.17
小林 一樹,4009,住之江,19,165,28,5.5,16.9,33.9,55.7,2,0,0.15
小林 一樹,4009,尼崎,25,206,35,5.18,16.9,31.0,49.0,2,0,0.15
小林 一樹,4009,鳴門,21,169,26,5.17,15.3,32.5,52.6,2,0,0.15
小林 一樹,4009,丸亀,22,215,39,5.53,18.1,32.5,54.8,1,0,0.13
小林 一樹,4009,児島,25,220,33,4.89,15.0,26.8,43.6,1,0,0.15
小林 一樹,4009,宮島,30,273,45,5.44,16.4,30.0,54.5,4,1,0.14
小林 一樹,4009,徳山,85,845,159,5.77,18.8,38.9,58.1,9,0,0.14
小林 一樹,4009,下関,83,788,153,5.74,19.4,39.0,57.3,11,1,0.14
小林 一樹,4009,若松,40,349,52,5.3,14.9,30.9,53.5,3,1,0.14
小林 一樹,4009,芦屋,21,159,17,4.78,10.6,25.7,47.1,2,0,0.14
小林 一樹,4009,福岡,24,204,20,4.84,9.8,27.4,46.0,1,0,0.17
小林 一樹,4009,唐津,31,247,44,5.43,17.8,38.0,52.6,5,0,0.14
小林 一樹,4009,大村,30,245,45,5.53,18.3,35.5,56.3,4,1,0.15
