name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
横田 悠衣,4742,1 コース,31,2,6.4,19.3,22.5,0.24,4.6
横田 悠衣,4742,2 コース,52,0,0.0,3.8,19.2,0.25,4.8
横田 悠衣,4742,3 コース,55,2,3.6,10.9,21.8,0.23,4.2
横田 悠衣,4742,4 コース,78,3,3.8,6.4,16.6,0.22,4.1
横田 悠衣,4742,5 コース,121,0,0.0,2.4,9.0,0.22,4.1
横田 悠衣,4742,6 コース,265,0,0.0,0.7,3.0,0.24,4.2
