name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
小林 泰,4401,桐生,27,245,46,5.36,18.7,33.8,50.2,3,1,0.15
小林 泰,4401,戸田,26,226,40,5.27,17.7,34.0,49.5,0,0,0.16
小林 泰,4401,江戸川,48,387,74,5.48,19.1,33.5,51.4,10,2,0.16
小林 泰,4401,平和島,40,349,74,5.68,21.2,40.1,56.1,10,3,0.15
小林 泰,4401,多摩川,54,479,80,5.31,16.7,34.4,51.7,8,0,0.15
小林 泰,4401,浜名湖,21,160,32,5.0,20.0,33.7,45.0,0,0,0.16
小林 泰,4401,蒲郡,18,155,25,5.25,16.1,32.2,49.0,3,1,0.15
小林 泰,4401,常滑,25,201,35,5.49,17.4,32.8,56.7,2,1,0.17
小林 泰,4401,津,20,168,37,5.58,22.0,33.9,53.5,3,0,0.14
小林 泰,4401,三国,14,131,21,5.63,16.0,40.4,54.9,1,0,0.13
小林 泰,4401,びわこ,14,131,19,5.74,14.5,35.8,58.0,3,0,0.15
小林 泰,4401,住之江,12,114,22,5.96,19.3,46.4,61.4,2,1,0.14
小林 泰,4401,尼崎,12,112,29,6.29,25.8,45.5,61.6,3,1,0.14
小林 泰,4401,鳴門,8,58,17,6.21,29.3,43.1,58.6,2,0,0.13
小林 泰,4401,丸亀,10,96,11,4.8,11.4,28.1,45.8,1,0,0.14
小林 泰,4401,児島,16,149,32,5.7,21.4,38.9,57.0,5,0,0.15
小林 泰,4401,宮島,8,72,12,5.03,16.6,29.1,48.6,2,0,0.16
小林 泰,4401,徳山,13,120,28,6.17,23.3,40.8,63.3,4,2,0.14
小林 泰,4401,下関,15,124,17,4.89,13.7,31.4,44.3,2,0,0.15
小林 泰,4401,若松,14,136,20,4.95,14.7,31.6,47.7,2,0,0.16
小林 泰,4401,芦屋,9,86,10,5.3,11.6,37.2,53.4,1,0,0.15
小林 泰,4401,福岡,11,108,26,5.94,24.0,43.5,61.1,0,0,0.15
小林 泰,4401,唐津,17,144,32,5.96,22.2,44.4,60.4,3,1,0.14
小林 泰,4401,大村,9,80,16,5.51,20.0,38.7,55.0,0,0,0.14
