name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
丸岡 正典,4042,SG,69,557,92,7.2,16.5,35.0,50.8,10,2,0.16,3.4
丸岡 正典,4042,G1,203,1773,353,6.54,19.9,37.5,54.4,31,4,0.16,3.5
丸岡 正典,4042,G2,35,287,71,6.64,24.7,41.4,55.7,5,0,0.17,3.4
丸岡 正典,4042,G3,55,512,150,6.63,29.3,50.9,70.9,20,4,0.17,3.1
丸岡 正典,4042,一般,355,3192,1150,6.9,36.0,55.8,72.0,174,48,0.17,2.9
丸岡 正典,4042,総合,717,6321,1816,6.8,28.7,47.8,64.4,240,58,0.16,3.1
